Released,week,individual,treatment,weight,SVL,BCI,SMI,ID
0,12,37,nb,8.31,41.1,0.202,19.3,
0,12,37,b,4.67,36.6,0.128,13.1,
0,12,38,nb,7.05,40.5,0.174,21.5,
0,12,38,b,3.25,32.1,0.101,14.1,
0,12,39,nb,5.58,35,0.159,20.8,
0,12,39,b,2.69,31.5,0.085,14.6,
0,12,40,nb,9.2,41.4,0.222,16.6,
0,12,40,b,4.77,36.4,0.131,13.3,
0,12,41,nb,12.01,45.6,0.263,17.2,
0,12,41,b,5.2,36.8,0.141,14.3,
0,12,42,nb,9.5,43.1,0.22,21.2,
0,12,42,b,3.52,34.3,0.103,12.4,
0,12,43,nb,8.93,41.5,0.215,19.5,
0,12,43,b,4.19,35.4,0.118,13.7,
0,12,44,nb,7,40.8,0.172,18.5,
0,12,44,b,4.05,34.5,0.117,9.4,
0,12,45,nb,6.89,39.1,0.176,16.9,
0,12,45,b,3.91,33.4,0.117,13.1,
0,12,46,nb,7.21,39.8,0.181,18.9,
0,12,46,b,4.3,36.6,0.117,14.1,
0,12,47,nb,6.36,38.9,0.163,16.9,
0,12,47,b,3.93,34.5,0.114,12.8,
0,12,48,nb,7.42,39.9,0.186,20,
0,12,48,b,4.23,33.9,0.125,12.2,
0,12,49,nb,5.96,38.6,0.154,18.1,
0,12,49,b,4.03,34.8,0.116,12.7,
0,12,50,nb,7.18,39.4,0.182,16.7,
0,12,50,b,3.86,34.6,0.112,12.3,
0,12,51,nb,7.19,40.4,0.178,17.6,
0,12,51,b,4.72,37.1,0.127,12.1,
0,12,52,nb,8.83,42.9,0.206,15.4,
0,12,52,b,5.22,36.2,0.144,10.2,
0,12,53,nb,6.7,38.6,0.174,22.3,
0,12,53,b,3.95,34,0.116,15.5,
0,12,54,nb,4.93,35.8,0.138,17.8,
0,12,54,b,4.39,34.5,0.127,13,
0,12,55,nb,9.66,43.4,0.223,21.1,
0,12,55,b,3.08,33.7,0.091,14.5,
0,12,56,nb,8.67,41.6,0.208,23.3,
0,12,56,b,3.55,33.4,0.106,11.5,
0,12,57,nb,6.83,40.4,0.169,19.8,
0,12,57,b,4.71,37.8,0.125,11.7,
0,12,58,nb,5.16,36,0.143,18.5,
0,12,58,b,4.37,36,0.121,11.6,
0,12,59,nb,7.88,41.8,0.189,16.1,
0,12,59,b,4.18,33.8,0.124,9.6,
0,12,60,nb,5.71,38.3,0.149,18.6,
0,12,60,b,3.46,32.5,0.106,13.7,
0,12,61,nb,6.19,39,0.159,19,
0,12,61,b,3.6,33.5,0.107,10.5,
0,12,62,nb,5.74,37.5,0.153,15,
0,12,62,b,4.66,36.7,0.127,11.8,
0,12,63,nb,7.96,41.2,0.193,19.4,
0,12,63,b,4.28,36.3,0.118,11.3,
0,12,64,nb,6,38.2,0.157,13.6,
0,12,64,b,8.18,44.2,0.185,16.5,
0,12,65,nb,5.42,36.6,0.148,14.5,
0,12,65,b,3.89,33.9,0.115,9.7,
0,12,66,nb,5.91,38.4,0.154,15.6,
0,12,66,b,4.08,35.7,0.114,13.1,
0,12,67,nb,7.9,41.6,0.19,24.9,
0,12,67,b,5.02,37.6,0.134,12.2,
0,12,68,nb,6.84,39.5,0.173,18.6,
0,12,68,b,3.99,34.4,0.116,12.2,
0,12,69,nb,5.49,37.1,0.148,10.3,
0,12,69,b,4.13,34.8,0.119,12.7,
0,12,70,nb,7.14,40.7,0.175,19.6,
0,12,70,b,4.94,38.4,0.129,14.6,
0,12,71,nb,7.4,40.3,0.184,11.9,
0,12,71,b,4.31,36.3,0.119,13.5,
0,12,72,nb,6.3,37.7,0.167,14.2,
0,12,72,b,4.41,35.7,0.124,14.1,
0,12,73,nb,5.63,37.1,0.152,17.2,
0,12,73,b,3.4,33.2,0.102,11.3,
0,12,74,nb,5.41,37,0.146,15.3,
0,12,74,b,4,34.7,0.115,12.9,
0,16,1,nb,10.01,45.3,0.221,13,
0,16,1,b,9.74,43.5,0.224,12.3,
0,16,2,nb,6.38,38.3,0.167,23.9,
0,16,2,b,5.42,36.2,0.15,14.9,
0,16,3,nb,8.49,41.3,0.206,26,
0,16,3,b,5.92,37.8,0.157,12.1,
0,16,4,nb,8.93,44.3,0.202,15.1,
0,16,4,b,4.51,35.1,0.128,11.9,
0,16,5,nb,8.51,43.6,0.195,13,
0,16,5,b,5.21,37.8,0.138,14.8,
0,16,6,nb,6.03,39.2,0.154,18.9,
0,16,6,b,4.62,35.2,0.131,12.3,
0,16,7,nb,8.01,43.2,0.185,18.9,
0,16,7,b,3.83,33.4,0.115,13.6,
0,16,8,nb,10.1,45.2,0.223,12,
0,16,8,b,4.62,34.3,0.135,11.1,
0,16,9,nb,7.44,41.3,0.18,16.7,
0,16,9,b,3.52,33.1,0.106,9.8,
0,16,10,nb,11.5,48.1,0.239,19.9,
0,16,10,b,5.76,37.4,0.154,11,
0,16,11,nb,8.82,42.3,0.209,16.4,
0,16,11,b,4.17,35.3,0.118,13.1,
0,16,12,nb,7.21,41.2,0.175,19.5,
0,16,12,b,4.46,35.4,0.126,9.8,
0,16,13,nb,9.99,44.2,0.226,18.3,
0,16,13,b,4.07,34,0.12,13.3,
0,16,14,nb,7.56,42.2,0.179,20.9,
0,16,14,b,3.37,32.3,0.104,11.3,
0,16,15,nb,9.33,44.8,0.208,12.6,
0,16,15,b,3.99,35.3,0.113,12.1,
0,16,16,nb,8.68,43.7,0.199,18.8,
0,16,16,b,4.65,36.1,0.129,10.1,
0,16,17,nb,10.7,46.9,0.228,18.9,
0,16,17,b,4.31,35.2,0.122,10.4,
0,16,18,nb,8.17,43.2,0.189,18.9,
0,16,18,b,4.37,35.2,0.124,10.4,
0,16,19,nb,7.77,41.8,0.186,22,
0,16,19,b,4.53,35.9,0.126,26.1,
0,16,20,nb,8.94,43.3,0.206,20.3,
0,16,20,b,5.12,37.8,0.135,13.1,
0,16,21,nb,8.64,43.1,0.2,18.4,
0,16,21,b,5.32,37.8,0.141,15.3,
0,16,22,nb,6.25,39.2,0.159,22,
0,16,22,b,4.45,34.8,0.128,26.1,
0,16,23,nb,6.86,41.4,0.166,20.3,
0,16,23,b,5.12,37.2,0.138,13.1,
0,16,24,nb,8.39,41.2,0.204,18.4,
0,16,24,b,4.1,34.4,0.119,15.3,
0,16,25,nb,7.77,41.4,0.188,21.2,
0,16,25,b,4.66,35.4,0.132,14.2,
0,16,26,nb,7.39,41.5,0.178,17.2,
0,16,26,b,2.83,31.4,0.09,14,
0,16,27,nb,6.37,39.2,0.163,21.1,
0,16,27,b,4.55,36.2,0.126,12.4,
0,16,28,nb,7.51,41.4,0.181,25,
0,16,28,b,4.73,34.9,0.136,14.1,
0,16,29,nb,6.5,40,0.163,19.4,
0,16,29,b,4.32,35.1,0.123,17.6,
0,16,30,nb,8.24,42.9,0.192,20.4,
0,16,30,b,4.05,34.6,0.117,14.1,
0,16,31,nb,7.05,40.5,0.174,16.6,
0,16,31,b,4.54,37.2,0.122,14.8,
0,16,32,nb,6.27,39,0.161,24.2,
0,16,32,b,4.25,35.9,0.118,15.4,
0,16,33,nb,6.84,40.4,0.169,24.1,
0,16,33,b,3.97,34.2,0.116,14.3,
0,16,34,nb,5.82,39.3,0.148,19.5,
0,16,34,b,3.19,32.5,0.098,11.9,
0,16,35,nb,9.62,44.8,0.215,23.4,
0,16,35,b,5.6,37.5,0.149,11.3,
0,16,36,nb,6.95,40.6,0.171,20.9,
0,16,36,b,4.35,34.7,0.125,12.3,
0,16,37,nb,8.37,41.3,0.203,19.6,
0,16,37,b,4.95,35.6,0.139,20,
0,16,38,nb,10.15,45.3,0.224,20.6,
0,16,38,b,3.68,33.2,0.111,17.5,
0,16,39,nb,7.76,40.8,0.19,29.2,
0,16,39,b,3.77,33.6,0.112,18.6,
0,16,40,nb,7.36,41.3,0.178,16.1,
0,16,40,b,3.87,34.8,0.111,17,
0,16,41,nb,6.02,39,0.154,16.2,
0,16,41,b,2.92,31.5,0.093,16.2,
0,16,42,nb,7.39,41.3,0.179,15.3,
0,16,42,b,4.82,36.7,0.131,14,
0,16,43,nb,7.55,41.4,0.182,10.8,
0,16,43,b,3.28,32.5,0.101,15.1,
0,16,44,nb,5.43,37.7,0.144,22.8,
0,16,44,b,3.82,33.8,0.113,17.5,
0,16,45,nb,7.38,39.6,0.186,30.3,
0,16,45,b,3.66,33.6,0.109,13.5,
0,16,46,nb,4.67,35.8,0.13,26.5,
0,16,46,b,6.1,38.4,0.159,14.7,
0,16,47,nb,4.99,35.9,0.139,19.2,
0,16,47,b,2.92,31.3,0.093,13.9,
0,16,48,nb,5.39,36,0.15,22.4,
0,16,48,b,4.53,36,0.126,13.9,
0,16,49,nb,10.69,44.6,0.24,19.8,
0,16,49,b,3.91,33.3,0.117,19.6,
0,16,50,nb,7.51,42.1,0.178,22,
0,16,50,b,4.12,35.1,0.117,15.8,
0,16,51,nb,3.09,31.1,0.099,22.5,
0,16,51,b,4.21,34.6,0.122,15,
0,16,52,nb,7.6,40.3,0.189,24.3,
0,16,52,b,5.14,36.6,0.14,15.3,
0,16,53,nb,3.81,33.4,0.114,23.8,
0,16,53,b,4.97,38.3,0.13,18.8,
0,16,54,nb,4.94,36.3,0.136,21,
0,16,54,b,4.84,35.6,0.136,20.3,
0,16,55,nb,6.42,38.8,0.165,23.8,
0,16,55,b,3.57,32.8,0.109,18.6,
0,16,56,nb,5.58,38,0.147,24.3,
0,16,56,b,4.4,35.5,0.124,16,
0,16,57,nb,4.39,35.1,0.125,28.7,
0,16,57,b,3.87,32.6,0.119,15.6,
0,16,58,nb,9.98,43.4,0.23,23,
0,16,58,b,5.53,38.7,0.143,14.5,
0,16,59,nb,12.04,48.2,0.25,21.4,
0,16,59,b,4.05,34.9,0.116,14.1,
0,16,60,nb,5.54,38.1,0.145,22.8,
0,16,60,b,4.04,35.2,0.115,18,
0,16,61,nb,4.56,36.4,0.125,25.9,
0,16,61,b,5.86,41.2,0.142,11.7,
0,16,62,nb,7.8,42.9,0.182,18.5,
0,16,62,b,4.2,35.6,0.118,11.1,
0,16,63,nb,7.67,42.2,0.182,19.1,
0,16,63,b,4.86,37.3,0.13,17.9,
0,16,64,nb,3.88,33.5,0.116,22.8,
0,16,64,b,3.64,34.1,0.107,15.7,
0,16,65,nb,6.35,39.5,0.161,30.2,
0,16,65,b,3.06,32.6,0.094,17.4,
0,16,66,nb,8.1,42.4,0.191,28.1,
0,16,66,b,3.68,34.7,0.106,12.3,
0,16,67,nb,6.14,38.9,0.158,30,
0,16,67,b,4.61,36.6,0.126,27.7,
0,16,68,nb,7.9,42.1,0.188,20.6,
0,16,68,b,2.92,31,0.094,15.7,
0,16,69,nb,6.88,39.2,0.176,18.6,
0,16,69,b,4.91,38.3,0.128,19.3,
0,16,70,nb,8.43,42,0.201,23.7,
0,16,70,b,3.68,34,0.108,13.8,
0,16,71,nb,3.94,32.6,0.12,23.2,
0,16,71,b,3.83,33,0.116,15.4,
0,16,72,nb,7.39,40.79,0.18,20.3,
0,16,72,b,3.24,33.2,0.098,16.7,
0,16,73,nb,7.39,40.72,0.18,15.9,
0,16,73,b,3.05,30.4,0.1,17,
0,16,74,nb,7.39,40.76,0.18,16.5,
0,16,74,b,3.35,33.5,0.1,15.3,
1,17,1,b ,5.2,37.54,0.138518913,14.40596697,915204
1,17,2,nb,9.5,43.76,0.217093236,22.57769653,915237
1,17,3,nb,5.9,37.8,0.156084656,16.23280423,915240
1,17,4,nb,7.4,42.8,0.172897196,17.98130841,915241
1,17,5,nb,6.1,38.31,0.159227356,16.559645,915279
1,17,6,nb,7.2,40.88,0.176125245,18.31702544,915352
1,17,7,nb,6.883333333,41.85,0.164476304,17.10553564,915247
1,18,8,b ,7,40.5,0.172839506,17.97530864,915197
1,18,9,b ,6.7,38.2,0.17539267,18.2408377,915199
1,18,10,b ,4.6,37.2,0.123655914,12.86021505,915201
1,18,11,nb ,9.3,40.2,0.231343284,24.05970149,915235
1,18,12,nb,9.4,43.7,0.215102975,22.37070938,915237
1,18,13,nb,7.4,40.8,0.181372549,18.8627451,915346
1,19,14,b,4.8,38.1,0.125984252,13.1023622,915202
1,19,15,nb,11.75,47.2,0.248940678,25.88983051,915244
0,20,1,nb,9.37,44.2,0.212,22,
0,20,1,b,11.83,47.1,0.251,26.1,
0,20,2,nb,8.59,44.1,0.195,20.3,
0,20,2,b,4.57,36.3,0.126,13.1,
0,20,3,nb,7.29,41.3,0.177,18.4,
0,20,3,b,5.81,39.6,0.147,15.3,
0,20,4,nb,8.96,44,0.204,21.2,
0,20,4,b,5.3,38.8,0.137,14.2,
0,20,5,nb,6.91,41.9,0.165,19.8,
0,20,5,b,4.91,36.6,0.134,19.6,
0,20,6,nb,8.85,43.7,0.203,22,
0,20,6,b,4.19,35.2,0.119,15.8,
0,20,7,nb,11.47,47.8,0.24,22.5,
0,20,7,b,5.18,38.2,0.136,15,
0,20,8,nb,8,42.9,0.186,24.3,
0,20,8,b,7.02,41.5,0.169,15.3,
0,20,9,nb,8.72,44.4,0.196,23.8,
0,20,9,b,4.96,36.7,0.135,18.8,
0,20,10,nb,6.69,42,0.159,21,
0,20,10,b,5.49,38.6,0.142,20.3,
0,20,11,nb,10.64,45.8,0.232,23.8,
0,20,11,b,5.84,39.5,0.148,18.6,
0,20,12,nb,10.71,46.2,0.232,24.3,
0,20,12,b,5.07,36.8,0.138,16,
0,20,13,nb,8.06,43,0.187,28.7,
0,20,13,b,4.15,36.2,0.115,15.6,
0,20,14,nb,10.3,45.7,0.225,23,
0,20,14,b,3.67,33.9,0.108,14.5,
0,20,15,nb,8.7,43.3,0.201,21.4,
0,20,15,b,4.15,35.2,0.118,14.1,
0,20,16,nb,8.24,43.8,0.188,22.8,
0,20,16,b,8.02,41.8,0.192,18,
0,20,17,nb,8.62,43.5,0.198,25.9,
0,20,17,b,6.8,40.5,0.168,11.7,
0,20,18,nb,12.77,45.5,0.281,18.5,
0,20,18,b,7.36,41.2,0.179,11.1,
0,20,19,nb,5.88,38,0.155,19.1,
0,20,19,b,6.3,38.5,0.164,17.9,
0,20,20,nb,5.7,36.6,0.156,22.8,
0,20,20,b,6.11,39.3,0.155,15.7,
0,20,21,nb,5.09,34.6,0.147,30.2,
0,20,21,b,4.85,36.1,0.134,17.4,
0,20,22,nb,3.14,30.3,0.104,28.1,
0,20,22,b,5.32,36.6,0.145,12.3,
0,20,23,nb,9.28,42.3,0.219,30,
0,20,23,b,6.74,40.1,0.168,27.7,
0,20,24,nb,14.42,49.5,0.291,20.6,
0,20,24,b,4.7,36.2,0.13,15.7,
0,20,25,nb,11.59,45.4,0.255,18.6,
0,20,25,b,5.22,36.9,0.141,19.3,
0,20,26,nb,7.57,41,0.185,23.7,
0,20,26,b,4.74,35.4,0.134,13.8,
0,20,27,nb,9.63,44.7,0.215,23.2,
0,20,27,b,4.77,35.8,0.133,15.4,
0,20,28,nb,6.32,37.4,0.169,20.3,
0,20,28,b,3.53,33.1,0.107,16.7,
0,20,29,nb,6.03,37.5,0.161,15.9,
0,20,29,b,3.82,32.8,0.116,17,
0,20,30,nb,5.86,38.5,0.152,16.5,
0,20,30,b,3.86,34.1,0.113,15.3,
1,20,16,b,5.8,38.8,0.149484536,15.54639175,915201
0,24,1,nb,8.37,43.9,0.191,17.6,
0,24,1,b,8.18,43.5,0.188,23.5,
0,24,2,nb,9.2,43.5,0.211,18.7,
0,24,2,b,5.96,39.3,0.152,16.7,
0,24,3,nb,9.98,46.2,0.216,18.5,
0,24,3,b,5.38,37.3,0.144,14.2,
0,24,4,nb,11.17,47.8,0.234,21.6,
0,24,4,b,5.52,37.5,0.147,30.6,
0,24,5,nb,10.46,45.7,0.229,26.6,
0,24,5,b,7.61,42,0.181,22.7,
0,24,6,nb,8.82,43.6,0.202,25.1,
0,24,6,b,8.18,41.9,0.195,21.7,
0,24,7,nb,10.57,46.1,0.229,22.4,
0,24,7,b,7.57,42.3,0.179,28.7,
0,24,8,nb,10.52,45.1,0.233,26.6,
0,24,8,b,5.91,38.3,0.154,22.7,
0,24,9,nb,13.33,48.3,0.276,25.1,
0,24,9,b,5.7,38,0.15,21.7,
0,24,10,nb,10.03,45.3,0.221,22.4,
0,24,10,b,5.47,39.3,0.139,28.7,
0,24,11,nb,8.87,43.1,0.206,25.2,
0,24,11,b,5.03,37.1,0.136,33.6,
0,24,12,nb,10.19,46.5,0.219,27.3,
0,24,12,b,7.27,41.9,0.174,20.5,
0,24,13,nb,11.7,47,0.249,28.6,
0,24,13,b,3.89,34.6,0.112,24.1,
0,24,14,nb,7.36,41.3,0.178,31.4,
0,24,14,b,3.65,34.1,0.107,21.8,
0,24,15,nb,7.62,41.6,0.183,28.8,
0,24,15,b,7.19,41.8,0.172,19.5,
0,24,16,nb,9.88,45,0.22,29.5,
0,24,16,b,6.1,40.4,0.151,21.5,
0,24,17,nb,15.06,51.9,0.29,24.8,
0,24,17,b,6.71,40.2,0.167,18.6,
0,24,18,nb,12.85,47.6,0.27,24.3,
0,24,18,b,4.12,34.8,0.118,18.4,
0,24,19,nb,14.05,48.7,0.289,22.2,
0,24,19,b,12.41,46.6,0.266,17.8,
0,24,20,nb,8.75,44.1,0.198,11.7,
0,24,20,b,6.07,40.2,0.151,18.8,
0,24,21,nb,6.92,38.7,0.179,25,
0,24,21,b,8.12,43.8,0.185,25.4,
0,24,22,nb,10.32,45.2,0.228,29.1,
0,24,22,b,4.8,36.1,0.133,22.8,
0,24,23,nb,9.65,43.3,0.223,31.5,
0,24,23,b,5.79,39.1,0.148,19.2,
0,24,24,nb,8.42,43.1,0.195,21.5,
0,24,24,b,6.3,39.3,0.16,23,
0,24,25,nb,5.99,39.2,0.153,33.6,
0,24,25,b,6.6,40.3,0.164,24.1,
0,24,26,nb,6.17,39,0.158,25.9,
0,24,26,b,5.87,39.9,0.147,25.8,
0,24,27,nb,6.31,38.6,0.163,27.9,
0,24,27,b,5.37,37.8,0.142,23.8,
0,24,28,nb,5.54,37.8,0.147,22.6,
0,24,28,b,4.26,36.7,0.116,22.8,
0,24,29,nb,6.96,39.1,0.178,32.9,
0,24,29,b,5.54,38.9,0.142,20.1,
0,24,30,nb,3.11,31.1,0.1,20.5,
0,24,30,b,4.75,36.9,0.129,19,
1,24,17,b,26,60.9,0.426929392,44.40065681,915209
1,24,18,b,10.75,46.6,0.230686695,23.99141631,915198
1,24,19,nb,12,48.1,0.249480249,25.94594595,915243
1,24,20,nb,12,47.5,0.252631579,26.27368421,915349
1,24,21,nb,13.5,53.8,0.250929368,26.09665428,915352
0,28,1,nb,10.62,45.5,0.233,21.1,
0,28,1,b,6.56,39.2,0.167,18.7,
0,28,2,nb,12.24,47.3,0.259,21.8,
0,28,2,b,8.09,43.9,0.184,15.7,
0,28,3,nb,14.79,49.8,0.297,21.1,
0,28,3,b,10.16,45.2,0.225,17.6,
0,28,4,nb,9.65,45.1,0.214,19.5,
0,28,4,b,9.59,43.8,0.219,14.1,
0,28,5,nb,10.68,47.4,0.225,23.4,
0,28,5,b,6.42,39,0.165,17.1,
0,28,6,nb,11.93,49.1,0.243,25.3,
0,28,6,b,6.95,39.8,0.175,18.2,
0,28,7,nb,12.39,48.7,0.254,26.5,
0,28,7,b,8.08,44.3,0.182,19,
0,28,8,nb,12.25,48.5,0.253,26.3,
0,28,8,b,5.81,37.7,0.154,16,
0,28,9,nb,8.04,43.2,0.186,19.4,
0,28,9,b,6.32,39.6,0.16,16.6,
0,28,10,nb,13.38,50.2,0.267,27.7,
0,28,10,b,9.04,45.2,0.2,20.8,
0,28,11,nb,9.9,44.8,0.221,23,
0,28,11,b,4.37,36.2,0.121,12.6,
0,28,12,nb,11.41,47.1,0.242,25.2,
0,28,12,b,5.49,37.9,0.145,15.1,
0,28,13,nb,11.42,47.2,0.242,25.2,
0,28,13,b,6.68,41,0.163,16.9,
0,28,14,nb,10.33,45,0.23,23.9,
0,28,14,b,3.82,34.7,0.11,11.4,
0,28,15,nb,8.58,43,0.2,20.8,
0,28,15,b,8.94,43.7,0.205,21.3,
0,28,16,nb,2.69,30.6,0.088,9.1,
0,28,16,b,7.71,41.8,0.184,19.2,
0,28,17,nb,16.63,52.3,0.318,33.1,
0,28,17,b,7.86,43.2,0.182,18.9,
0,28,18,nb,10.62,46.4,0.229,23.8,
0,28,18,b,5.72,39.1,0.146,15.2,
0,28,19,nb,7.39,39.9,0.185,19.3,
0,28,19,b,4.49,37.4,0.12,12.5,
0,28,20,nb,10.18,46.5,0.219,22.8,
0,28,20,b,6.69,40.9,0.164,17,
0,28,21,nb,10.74,47.4,0.227,23.6,
0,28,21,b,5.22,38.8,0.135,14,
0,28,22,nb,7.57,41.3,0.183,19.1,
0,28,22,b,7.97,42.4,0.188,19.5,
0,28,23,nb,15.49,52.5,0.295,30.7,
0,28,23,b,7.57,41.8,0.181,18.8,
0,28,24,nb,13.85,51.2,0.271,28.1,
0,28,24,b,7.18,41.7,0.172,17.9,
0,28,25,nb,11.12,46,0.242,25.1,
0,28,25,b,6.98,41.3,0.169,17.6,
0,28,26,nb,6.49,39.2,0.166,17.2,
0,28,26,b,5.99,40.2,0.149,15.5,
0,28,27,nb,6.75,40,0.169,17.6,
0,28,27,b,10.43,46.2,0.226,23.5,
0,28,28,nb,7.53,41.8,0.18,18.7,
0,28,28,b,6.39,39.8,0.161,16.7,
0,28,29,nb,6.96,39.2,0.178,18.5,
0,28,29,b,5.18,38,0.136,14.2,
0,28,30,nb,9.48,45.6,0.208,21.6,
0,28,30,b,14.72,50,0.294,30.6,
1,28,22,b,19,54.5,0.348623853,36.25688073,915203
1,28,23,nb,22,54,0.407407407,42.37037037,915228
0,32,4,nb,12.29,48.1,0.256,26.6,
0,32,4,b,9.82,44.9,0.219,22.7,
0,32,5,nb,12.11,50.2,0.241,25.1,
0,32,5,b,9.26,44.4,0.209,21.7,
0,32,6,nb,9.99,46.4,0.215,22.4,
0,32,6,b,13.29,48.1,0.276,28.7,
0,32,7,nb,11.69,48.3,0.242,25.2,
0,32,7,b,16.78,52,0.323,33.6,
0,32,8,nb,12.78,48.6,0.263,27.3,
0,32,8,b,8.54,43.3,0.197,20.5,
0,32,9,nb,14.1,51.3,0.275,28.6,
0,32,9,b,10.57,45.7,0.231,24.1,
0,32,10,nb,15.32,50.8,0.302,31.4,
0,32,10,b,8.78,41.9,0.21,21.8,
0,32,11,nb,13.77,49.8,0.277,28.8,
0,32,11,b,7.85,41.9,0.187,19.5,
0,32,12,nb,14.76,52.1,0.283,29.5,
0,32,12,b,8.91,43.1,0.207,21.5,
0,32,13,nb,11.2,46.9,0.239,24.8,
0,32,13,b,7.51,42.1,0.178,18.6,
0,32,14,nb,11.09,47.4,0.234,24.3,
0,32,14,b,7.27,41,0.177,18.4,
0,32,15,nb,9.41,44,0.214,22.2,
0,32,15,b,6.93,40.5,0.171,17.8,
0,32,16,nb,3.57,31.8,0.112,11.7,
0,32,16,b,7.81,43.2,0.181,18.8,
0,32,17,nb,11.69,48.7,0.24,25,
0,32,17,b,12.1,49.5,0.244,25.4,
0,32,18,nb,14.06,50.3,0.28,29.1,
0,32,18,b,10.26,46.8,0.219,22.8,
0,32,19,nb,15.67,51.8,0.303,31.5,
0,32,19,b,8,43.3,0.185,19.2,
0,32,20,nb,8.99,43.4,0.207,21.5,
0,32,20,b,10.66,48.3,0.221,23,
0,32,21,nb,17.69,54.8,0.323,33.6,
0,32,21,b,11.36,49,0.232,24.1,
0,32,22,nb,11.56,46.4,0.249,25.9,
0,32,22,b,12.3,49.6,0.248,25.8,
0,32,23,nb,12.6,47,0.268,27.9,
0,32,23,b,11,48.1,0.229,23.8,
0,32,24,nb,10.27,47.2,0.218,22.6,
0,32,24,b,9.38,42.7,0.22,22.8,
0,32,25,nb,16.6,52.4,0.317,32.9,
0,32,25,b,8.05,41.7,0.193,20.1,
0,32,26,nb,8.43,42.8,0.197,20.5,
0,32,26,b,7.8,42.7,0.183,19,
0,32,27,nb,8.66,42.7,0.203,21.1,
0,32,27,b,7.31,40.6,0.18,18.7,
0,32,28,nb,9.05,43.1,0.21,21.8,
0,32,28,b,5.69,37.8,0.151,15.7,
0,32,29,nb,9.02,44.4,0.203,21.1,
0,32,29,b,6.79,40.2,0.169,17.6,
0,32,30,nb,7.83,41.8,0.187,19.5,
0,32,30,b,5.05,37.2,0.136,14.1,
1,36,24,nb,23.25,59.2,0.392736486,40.84459459,915234
1,36,25,nb,20,56.9,0.351493849,36.55536028,915353
